index,time_s,adc,voltage_v
0,0.000000000,2064,0.005786428
1,0.000416667,2170,1.373214263
2,0.000833333,2218,1.992426868
3,0.001250000,2181,1.515117152
4,0.001666667,2080,0.212190629
5,0.002083333,1969,-1.219738519
6,0.002500000,1910,-1.980854013
7,0.002916667,1936,-1.645447185
8,0.003333333,2031,-0.419922238
9,0.003750000,2145,1.050707698
10,0.004166667,2213,1.927925555
11,0.004583333,2200,1.760222141
12,0.005000000,2111,0.612098770
13,0.005416667,1997,-0.858531167
14,0.005833333,1919,-1.864751649
15,0.006250000,1920,-1.851851387
16,0.006666667,2000,-0.819830379
17,0.007083333,2115,0.663699820
18,0.007500000,2202,1.786022666
19,0.007916667,2212,1.915025292
20,0.008333333,2141,0.999106648
21,0.008750000,2027,-0.471523288
22,0.009166667,1934,-1.671247710
23,0.009583333,1911,-1.967953750
24,0.010000000,1972,-1.181037731
25,0.010416667,2084,0.263791680
26,0.010833333,2184,1.553817940
27,0.011250000,2218,1.992426868
28,0.011666667,2167,1.334513475
29,0.012083333,2059,-0.058714885
30,0.012500000,1954,-1.413242458
31,0.012916667,1909,-1.993754275
32,0.013333333,1948,-1.490644034
33,0.013750000,2051,-0.161916986
34,0.014166667,2161,1.257111900
35,0.014583333,2217,1.979526605
36,0.015000000,2189,1.618319253
37,0.015416667,2092,0.366993780
38,0.015833333,1979,-1.090735893
39,0.016250000,1913,-1.942153225
40,0.016666667,1929,-1.735749023
41,0.017083333,2020,-0.561825127
42,0.017500000,2134,0.908804810
43,0.017916667,2210,1.889224767
44,0.018333333,2205,1.824723454
45,0.018750000,2123,0.766901921
46,0.019166667,2008,-0.716628278
47,0.019583333,1924,-1.800250336
48,0.020000000,1916,-1.903452437
49,0.020416667,1990,-0.948833005
50,0.020833333,2104,0.521796932
51,0.021250000,2196,1.708621091
52,0.021666667,2215,1.953726080
53,0.022083333,2151,1.128109274
54,0.022500000,2039,-0.316720137
55,0.022916667,1941,-1.580945872
56,0.023333333,1909,-1.993754275
57,0.023750000,1963,-1.297140095
58,0.024166667,2072,0.108988528
59,0.024583333,2176,1.450615839
60,0.025000000,2219,2.005327131
61,0.025416667,2176,1.450615839
62,0.025833333,2072,0.108988528
63,0.026250000,1963,-1.297140095
64,0.026666667,1909,-1.993754275
65,0.027083333,1941,-1.580945872
66,0.027500000,2039,-0.316720137
67,0.027916667,2151,1.128109274
68,0.028333333,2215,1.953726080
69,0.028750000,2196,1.708621091
70,0.029166667,2104,0.521796932
71,0.029583333,1990,-0.948833005
72,0.030000000,1916,-1.903452437
73,0.030416667,1924,-1.800250336
74,0.030833333,2008,-0.716628278
75,0.031250000,2123,0.766901921
76,0.031666667,2205,1.824723454
