index,time_s,adc,voltage_v
77,0.032083333,2210,1.889224767
78,0.032500000,2134,0.908804810
79,0.032916667,2020,-0.561825127
80,0.033333333,1929,-1.735749023
81,0.033750000,1913,-1.942153225
82,0.034166667,1979,-1.090735893
83,0.034583333,2092,0.366993780
84,0.035000000,2189,1.618319253
85,0.035416667,2217,1.979526605
86,0.035833333,2161,1.257111900
87,0.036250000,2051,-0.161916986
88,0.036666667,1948,-1.490644034
89,0.037083333,1909,-1.993754275
90,0.037500000,1954,-1.413242458
91,0.037916667,2059,-0.058714885
92,0.038333333,2167,1.334513475
93,0.038750000,2218,1.992426868
94,0.039166667,2184,1.553817940
95,0.039583333,2084,0.263791680
96,0.040000000,1972,-1.181037731
97,0.040416667,1911,-1.967953750
98,0.040833333,1934,-1.671247710
99,0.041250000,2027,-0.471523288
100,0.041666667,2141,0.999106648
101,0.042083333,2212,1.915025292
102,0.042500000,2202,1.786022666
103,0.042916667,2115,0.663699820
104,0.043333333,2000,-0.819830379
105,0.043750000,1920,-1.851851387
106,0.044166667,1919,-1.864751649
107,0.044583333,1997,-0.858531167
108,0.045000000,2111,0.612098770
109,0.045416667,2200,1.760222141
110,0.045833333,2213,1.927925555
111,0.046250000,2145,1.050707698
112,0.046666667,2031,-0.419922238
113,0.047083333,1936,-1.645447185
114,0.047500000,1910,-1.980854013
115,0.047916667,1969,-1.219738519
116,0.048333333,2080,0.212190629
117,0.048750000,2181,1.515117152
118,0.049166667,2218,1.992426868
119,0.049583333,2170,1.373214263
120,0.050000000,2064,0.005786428
121,0.050416667,1957,-1.374541670
122,0.050833333,1909,-1.993754275
123,0.051250000,1946,-1.516444559
124,0.051666667,2047,-0.213518036
125,0.052083333,2158,1.218411112
126,0.052500000,2217,1.979526605
127,0.052916667,2191,1.644119778
128,0.053333333,2096,0.418594831
129,0.053750000,1983,-1.039134843
130,0.054166667,1914,-1.929252962
131,0.054583333,1927,-1.761549548
132,0.055000000,2016,-0.613426177
133,0.055416667,2130,0.857203759
134,0.055833333,2208,1.863424242
135,0.056250000,2207,1.850523980
136,0.056666667,2127,0.818502972
137,0.057083333,2012,-0.665027227
138,0.057500000,1925,-1.787350074
139,0.057916667,1915,-1.916352700
140,0.058333333,1986,-1.000434055
141,0.058750000,2100,0.470195881
142,0.059166667,2194,1.682820566
143,0.059583333,2216,1.966626343
144,0.060000000,2155,1.179710324
145,0.060416667,2043,-0.265119087
146,0.060833333,1943,-1.555145347
147,0.061250000,1909,-1.993754275
148,0.061666667,1960,-1.335840883
149,0.062083333,2068,0.057387478
150,0.062500000,2173,1.411915051
151,0.062916667,2219,2.005327131
152,0.063333333,2179,1.489316627
153,0.063750000,2076,0.160589579
154,0.064166667,1966,-1.258439307
155,0.064583333,1910,-1.980854013
156,0.065000000,1938,-1.619646660
157,0.065416667,2035,-0.368321188
158,0.065833333,2148,1.089408486
159,0.066250000,2214,1.940825818
160,0.066666667,2198,1.734421616
161,0.067083333,2108,0.573397982
162,0.067500000,1993,-0.910132217
163,0.067916667,1917,-1.890552174
164,0.068333333,1922,-1.826050861
165,0.068750000,2004,-0.768229328
166,0.069166667,2119,0.715300871
167,0.069583333,2203,1.798922929
168,0.070000000,2211,1.902125030
169,0.070416667,2138,0.960405860
170,0.070833333,2023,-0.523124339
171,0.071250000,1931,-1.709948498
172,0.071666667,1912,-1.955053487
173,0.072083333,1976,-1.129436681
174,0.072500000,2088,0.315392730
175,0.072916667,2187,1.592518728
176,0.073333333,2218,1.992426868
177,0.073750000,2164,1.295812688
178,0.074166667,2055,-0.110315936
179,0.074583333,1951,-1.451943246
180,0.075000000,1909,-1.993754275
181,0.075416667,1951,-1.451943246
182,0.075833333,2055,-0.110315936
183,0.076250000,2164,1.295812688
184,0.076666667,2218,1.992426868
185,0.077083333,2187,1.592518728
186,0.077500000,2088,0.315392730
187,0.077916667,1976,-1.129436681
188,0.078333333,1912,-1.955053487
189,0.078750000,1931,-1.709948498
190,0.079166667,2023,-0.523124339
191,0.079583333,2138,0.960405860
192,0.080000000,2211,1.902125030
193,0.080416667,2203,1.798922929
194,0.080833333,2119,0.715300871
195,0.081250000,2004,-0.768229328
196,0.081666667,1922,-1.826050861
197,0.082083333,1917,-1.890552174
198,0.082500000,1993,-0.910132217
199,0.082916667,2108,0.573397982
200,0.083333333,2198,1.734421616
201,0.083750000,2214,1.940825818
202,0.084166667,2148,1.089408486
203,0.084583333,2035,-0.368321188
204,0.085000000,1938,-1.619646660
205,0.085416667,1910,-1.980854013
206,0.085833333,1966,-1.258439307
207,0.086250000,2076,0.160589579
208,0.086666667,2179,1.489316627
209,0.087083333,2219,2.005327131
210,0.087500000,2173,1.411915051
211,0.087916667,2068,0.057387478
212,0.088333333,1960,-1.335840883
213,0.088750000,1909,-1.993754275
214,0.089166667,1943,-1.555145347
215,0.089583333,2043,-0.265119087
216,0.090000000,2155,1.179710324
217,0.090416667,2216,1.966626343
218,0.090833333,2194,1.682820566
219,0.091250000,2100,0.470195881
220,0.091666667,1986,-1.000434055
221,0.092083333,1915,-1.916352700
222,0.092500000,1925,-1.787350074
223,0.092916667,2012,-0.665027227
224,0.093333333,2127,0.818502972
225,0.093750000,2207,1.850523980
226,0.094166667,2208,1.863424242
227,0.094583333,2130,0.857203759
228,0.095000000,2016,-0.613426177
229,0.095416667,1927,-1.761549548
230,0.095833333,1914,-1.929252962
231,0.096250000,1983,-1.039134843
232,0.096666667,2096,0.418594831
233,0.097083333,2191,1.644119778
234,0.097500000,2217,1.979526605
235,0.097916667,2158,1.218411112
236,0.098333333,2047,-0.213518036
237,0.098750000,1946,-1.516444559
238,0.099166667,1909,-1.993754275
239,0.099583333,1957,-1.374541670
